Claim ID,Date of Claim,Claim Amount,Claim Status,Reason for Claim,Settlement Date,Policy ID
CLM06370448,30-07-2020,12126,Denied,Environmental sure live arrive painting yeah nor.,26-10-2020,POL84231010
CLM25775755,03-08-2020,20948,Approved,Down know south civil something interview.,,POL01930886
CLM05046762,05-03-2024,52987,Pending,Religious mission author data.,07-05-2024,POL48016627
CLM90231847,17-12-2024,37972,Pending,Memory force language.,23-01-2025,POL23259824
CLM72104756,13-03-2020,94872,Denied,Three collection fire cause although.,,POL13020656
CLM55028211,08-07-2021,69794,Pending,Compare large son should order.,18-08-2021,POL22378115
CLM66456226,07-04-2020,25993,Approved,Big agent here language.,,POL56451530
CLM69299561,26-02-2023,62235,Pending,Across risk perhaps work.,,POL74345799
CLM73648168,23-06-2020,76953,Denied,Discuss government thus teach.,,POL72333651
CLM66838821,02-04-2022,67616,Approved,Water firm rock recognize state good.,18-05-2022,POL61268918
CLM61342184,24-08-2023,43036,Approved,Move significant region let commercial road.,06-09-2023,POL76204779
CLM09606812,21-01-2022,53327,Approved,Half national reflect situation.,25-03-2022,POL96246636
CLM34365811,20-04-2022,67972,Denied,Record require agreement him.,10-06-2022,POL28023746
CLM19372990,30-03-2022,64092,Denied,Gun nature structure staff.,24-05-2022,POL77829667
CLM61291292,16-09-2022,49906,Pending,Protect read hold right may without.,,POL56720424
CLM34649978,04-06-2022,21496,Denied,Game likely feeling above treat member treatment.,,POL76517809
CLM22764510,26-07-2020,67650,Denied,Father act bit.,14-10-2020,POL96567148
CLM65615895,27-05-2021,47916,Denied,Sing lawyer response shake machine baby then.,,POL40483314
CLM88690330,17-10-2020,36854,Denied,Plan however talk.,,POL66283142
CLM80961791,15-07-2022,85116,Approved,Change why garden middle day.,30-07-2022,POL37677741
CLM63864884,03-12-2023,11676,Pending,So benefit gun start wrong might.,09-02-2024,POL52356256
CLM48738491,30-09-2022,19689,Approved,Build really born possible job.,,POL74568057
CLM79940309,11-02-2024,76618,Denied,Machine plant ten bit amount speech management.,04-04-2024,POL13533618
CLM17914664,11-01-2022,3175,Pending,Important democratic force out be.,,POL85095212
CLM61310563,30-01-2021,68211,Approved,Style prove star.,10-04-2021,POL68966328
CLM37586461,07-02-2024,90377,Pending,Various necessary space live brother people western win.,30-03-2024,POL63517748
CLM79061230,13-06-2023,51410,Denied,Pressure staff entire be respond might realize writer.,07-07-2023,POL30595324
CLM10882276,06-08-2022,48523,Denied,Offer we page view institution.,27-10-2022,POL38850914
CLM33109237,08-12-2024,42949,Approved,Debate thousand determine popular them bill.,25-01-2025,POL33693707
CLM26793493,26-04-2021,50878,Pending,Eat ground way note if financial.,16-05-2021,POL89539579
CLM99502517,19-07-2023,77840,Denied,Provide job look cultural remain authority look.,23-09-2023,POL34373487
CLM47049613,04-07-2021,38535,Approved,Cut she evidence training college.,21-07-2021,POL71765111
CLM45598189,02-10-2022,32682,Denied,Attorney car next war.,25-12-2022,POL02911863
CLM64310548,10-03-2020,31807,Pending,Sometimes human gas team.,,POL25403992
CLM38027642,07-06-2022,85857,Denied,Music team all determine standard effect piece.,31-08-2022,POL93758442
CLM24689599,30-01-2023,99519,Approved,Relate case require turn commercial sense effort back.,28-03-2023,POL94939680
CLM77978567,28-04-2022,62878,Approved,Cost ahead result be ever because time.,,POL35733918
CLM85977113,13-03-2021,44518,Pending,World fill serious ground cover vote.,27-03-2021,POL22260500
CLM92525391,03-02-2021,69142,Approved,Decide consumer difference every.,,POL77809174
CLM51525048,27-12-2020,12468,Denied,Put check data foot son nice better evening.,23-02-2021,POL07226848
CLM27318449,03-06-2022,73785,Denied,Source culture space standard compare law note big.,,POL75706298
CLM88356900,11-01-2024,77716,Pending,Show significant right stock industry leave happy.,,POL27562885
CLM82078138,23-03-2022,69092,Approved,Our rise get.,27-05-2022,POL16400516
CLM41294714,01-12-2020,65219,Pending,Attorney environment couple way animal size.,25-01-2021,POL42233188
CLM43058557,03-07-2023,59300,Denied,Unit without western shoulder bring.,,POL26720328
CLM02359394,14-11-2024,94950,Approved,Training serve past recently bag.,24-11-2024,POL84977364
CLM25231732,25-02-2021,55703,Pending,Rise bit current coach admit.,,POL39957242
CLM53463524,30-12-2022,90518,Denied,Play recently or leader picture tonight.,11-03-2023,POL62259131
CLM97859145,13-07-2020,19546,Pending,Politics police environmental tend.,31-08-2020,POL92817192
CLM59172146,14-06-2022,81738,Denied,Ask your opportunity plan billion language.,06-08-2022,POL60646707
CLM15295337,03-07-2021,75311,Pending,Wife opportunity learn.,26-08-2021,POL19469435
CLM05039754,09-12-2024,70062,Denied,Stage full argue along change must authority.,,POL67127779
CLM24193432,06-12-2022,27854,Pending,Arm card power great American positive.,15-02-2023,POL11950441
CLM46388399,01-02-2021,64730,Denied,Including food off democratic argue after series.,,POL19229138
CLM77669490,19-06-2022,10161,Denied,Everything least really stay.,09-08-2022,POL62323938
CLM09082124,10-05-2022,24524,Approved,Southern writer animal recent page explain follow.,,POL63887915
CLM15220631,28-03-2020,37954,Approved,Population perhaps their top.,23-04-2020,POL29750466
CLM90940427,11-02-2021,98686,Approved,Near stuff sense despite level difference morning.,30-04-2021,POL11983298
CLM05957053,24-09-2023,67928,Approved,Allow second system hand.,16-11-2023,POL51145761
CLM23425346,24-07-2023,49987,Approved,Way own indicate whose customer message.,13-09-2023,POL42215039
CLM58948945,17-10-2023,17315,Approved,Whose daughter save box.,,POL09280039
CLM51727066,17-05-2021,38322,Pending,Level arm miss military.,,POL30600963
CLM05173995,08-08-2022,94833,Pending,Establish garden girl above.,04-10-2022,POL31252194
CLM87768146,22-12-2020,5508,Denied,Serve education there difference heart industry name.,14-01-2021,POL61653642
CLM00580049,07-12-2020,40958,Approved,Way my get condition.,22-02-2021,POL46846423
CLM53188185,25-06-2021,23974,Approved,Course general with provide.,22-09-2021,POL75540698
CLM25974802,29-07-2024,47879,Denied,Prove bad test dream.,12-08-2024,POL46846423
CLM91822964,14-04-2021,64704,Approved,Star would door along hold.,,POL76939080
CLM00841630,30-05-2022,15986,Pending,Free pay fine full.,23-06-2022,POL87603432
CLM81635484,06-07-2020,47109,Approved,Forward more too.,02-08-2020,POL16627282
CLM91451782,23-11-2022,5646,Denied,Stuff which level name.,26-01-2023,POL33693707
CLM42607588,16-02-2023,87401,Denied,World either us record debate everything.,14-05-2023,POL22162508
CLM58256169,28-10-2022,66713,Denied,Condition place teach save current future skin.,23-01-2023,POL08589309
CLM19024341,14-08-2022,51330,Pending,They several have view.,05-09-2022,POL89009482
CLM38301301,03-03-2022,12920,Pending,Answer color want.,,POL71220410
CLM75605677,16-09-2023,85319,Pending,Class meet send others place.,,POL25712135
CLM92965730,18-08-2024,32958,Approved,Strong among financial table anything.,,POL97128772
CLM75701028,31-08-2020,19736,Denied,Than along those rest dog.,31-10-2020,POL93726857
CLM05085559,01-03-2023,11186,Pending,Quite soon or for prevent new.,05-04-2023,POL47193771
CLM24074984,01-06-2021,32251,Pending,Someone where remain again various might see wife.,,POL93108727
CLM92871222,02-03-2022,80981,Approved,Purpose though friend population notice.,,POL92024159
CLM15745903,12-11-2021,57389,Pending,Film choose second return because together.,,POL27502535
CLM63325097,04-06-2021,15613,Denied,Into least simple.,02-07-2021,POL69765567
CLM01094201,08-11-2023,84801,Approved,Voice medical travel of quickly notice land born.,01-12-2023,POL91891378
CLM27550048,12-06-2022,72769,Denied,Peace out call western machine risk painting.,08-07-2022,POL39644432
CLM97585363,05-08-2024,3242,Denied,Out across final include.,06-09-2024,POL40092390
CLM08308538,24-02-2024,90579,Denied,Collection age wall always any child.,,POL01655235
CLM91168685,24-05-2023,39749,Pending,Site poor mother.,11-07-2023,POL43123760
CLM20895690,10-02-2022,89606,Denied,As national treatment teach chance leave project.,25-04-2022,POL18418327
CLM32964413,20-09-2022,83630,Denied,President rich modern beyond.,12-11-2022,POL54898212
CLM22193188,23-08-2023,53496,Approved,Tend tend allow account.,,POL05346693
CLM66299877,28-12-2019,27904,Denied,Many enjoy remember plant from agent relate.,20-03-2020,POL56373098
CLM34272595,21-10-2020,28942,Denied,New director world.,,POL03884605
CLM27471350,10-11-2023,36896,Approved,Else weight book production somebody customer.,13-12-2023,POL04398649
CLM14831042,26-12-2019,6129,Pending,Item energy weight successful somebody learn face teach.,06-02-2020,POL55024911
CLM87460738,05-10-2022,12950,Pending,Beat admit be green game.,03-12-2022,POL07367741
CLM28396175,06-02-2020,90482,Approved,Value all little loss.,21-04-2020,POL68885255
CLM74992629,13-01-2020,34962,Approved,Ask collection citizen offer design consider.,22-03-2020,POL54335250
CLM17133440,17-05-2022,14249,Denied,Remember range paper.,,POL42122048
CLM57409867,16-12-2020,26236,Denied,Training artist occur third artist upon down.,,POL04548210
CLM68920697,28-06-2023,64768,Pending,Practice set happy person agency kitchen social.,,POL17484037
CLM48583940,14-05-2024,55936,Pending,Any research study notice the hair.,,POL61725675
CLM80293590,31-07-2022,73180,Pending,How art people inside.,09-10-2022,POL15506424
CLM26873945,02-08-2021,90472,Denied,Investment one next baby hope class.,28-09-2021,POL66910170
CLM77631698,22-12-2023,97281,Approved,Increase environmental road hair gas him rule store.,13-01-2024,POL13957620
CLM92037180,16-01-2023,79046,Approved,Special year follow there.,07-03-2023,POL53613913
CLM71062879,01-09-2022,27988,Denied,Local student traditional glass.,,POL98434828
CLM48476009,15-03-2020,96599,Pending,Voice low everybody always agree.,11-04-2020,POL60345020
CLM56344302,01-04-2021,92904,Approved,Note memory collection significant themselves out what.,30-05-2021,POL22122728
CLM11570334,05-11-2024,21864,Denied,Cut discuss early show attention relationship police.,20-01-2025,POL82003427
CLM36171914,08-06-2023,8287,Pending,Fund sort relationship Mrs.,,POL37924331
CLM91449055,04-04-2021,40608,Approved,Place usually consider rock foreign voice.,27-04-2021,POL67789029
CLM43418880,04-09-2022,64743,Pending,Drive read per sell.,23-10-2022,POL39266909
CLM44635713,24-01-2020,88590,Approved,Hope than major street discover choice.,,POL24070236
CLM36320383,11-09-2023,45718,Denied,Everyone perhaps agency.,,POL25899154
CLM35097002,07-07-2023,5910,Approved,Garden health condition mouth candidate institution bed.,19-08-2023,POL35733918
CLM11303253,20-04-2024,41820,Denied,Tax wide poor owner hotel mind program wall.,17-07-2024,POL66055000
CLM04813827,08-01-2023,70550,Pending,Should stock still describe.,,POL91221786
CLM47781210,24-07-2021,84404,Denied,Where ten family machine onto rather here.,18-09-2021,POL60959014
CLM92192080,03-04-2024,80570,Denied,Simple film seek goal only.,20-06-2024,POL65612264
CLM60735915,25-05-2020,56202,Pending,Action collection certain audience upon key.,,POL95614962
CLM19053839,25-02-2024,96860,Pending,Teach fund his decision.,19-03-2024,POL07269775
CLM39535809,21-03-2021,38103,Pending,Rule outside that case wife defense.,15-06-2021,POL49905886
CLM31271165,12-02-2020,23306,Denied,Response him matter station number old child.,12-05-2020,POL54824622
CLM69821626,06-09-2020,34400,Denied,Discussion forget leave help according see.,04-11-2020,POL60496337
CLM91715431,10-08-2021,96648,Pending,Order difference state charge watch boy least.,,POL37519472
CLM98974767,15-03-2022,95626,Denied,Enter of quickly too.,,POL17440652
CLM22512956,04-12-2022,4501,Denied,Attention he almost final real blood.,14-01-2023,POL89939976
CLM88951458,17-11-2022,46109,Pending,Ago fear develop central crime.,11-01-2023,POL19911528
CLM27717903,28-10-2021,67401,Pending,Concern employee father five recognize.,,POL23594874
CLM06687146,18-09-2020,94108,Denied,Huge reduce knowledge plant budget chair.,,POL15886204
CLM46387105,25-05-2024,39534,Pending,Bag form guess.,22-07-2024,POL03258103
CLM21762821,04-06-2024,10766,Approved,Information science short safe.,28-07-2024,POL06413142
CLM75134797,10-07-2020,81098,Denied,Series successful back part myself at final.,05-09-2020,POL83094866
CLM87125997,01-12-2020,96532,Approved,Computer sort spring present billion act against conference.,04-01-2021,POL90115447
CLM93116590,03-05-2022,95768,Approved,Idea finally over impact.,01-06-2022,POL84700280
CLM54784599,30-04-2024,27605,Approved,Treatment whom plant face experience right.,09-07-2024,POL65820287
CLM80275967,28-04-2022,67708,Approved,Hand major would table.,17-05-2022,POL29470118
CLM88694627,23-02-2020,29020,Denied,Affect develop just.,03-05-2020,POL28786930
CLM85773756,13-01-2024,85087,Approved,Parent woman perhaps tax particularly party try read.,22-02-2024,POL68905887
CLM38673732,08-08-2024,67594,Pending,Information drop husband language conference raise perform.,26-08-2024,POL76172999
CLM68662294,12-03-2023,26859,Pending,Behavior effort family community morning.,01-05-2023,POL43799582
CLM91896800,25-02-2020,95448,Denied,Very cause radio find push PM role.,14-04-2020,POL45374585
CLM10156695,28-08-2022,46908,Approved,Provide will member reflect class mean.,04-10-2022,POL47676177
CLM75982371,11-04-2022,92512,Approved,Dog full certainly small me.,27-04-2022,POL58597674
CLM99311581,30-12-2023,87519,Pending,Newspaper color prepare job character focus.,06-02-2024,POL33662070
CLM26626961,26-08-2023,20946,Pending,Before available may listen able.,02-11-2023,POL87257642
CLM54160445,03-08-2020,39328,Pending,Full before experience find alone six reach.,01-10-2020,POL71025279
CLM17180641,10-06-2022,25176,Pending,Set each create science science final artist.,06-08-2022,POL36840871
CLM64911891,08-04-2023,11767,Approved,City clearly marriage house media whatever.,01-05-2023,POL16834109
CLM07561042,24-02-2020,66768,Approved,News actually think possible against these goal.,03-05-2020,POL08716825
CLM27205719,23-11-2023,44525,Pending,Million well low human.,10-02-2024,POL68220534
CLM46227615,16-12-2020,3371,Approved,Same because risk light wait agency born.,31-12-2020,POL58924354
CLM83845877,18-09-2020,36010,Pending,Simply society art state scene consumer follow.,18-10-2020,POL64331852
CLM47412232,06-08-2021,67016,Approved,Democratic walk movie fish parent those car.,19-08-2021,POL17047233
CLM91674518,14-04-2020,34492,Approved,Travel water customer walk light fire west.,,POL98638552
CLM62190698,22-08-2020,92837,Approved,Exactly suggest check worker similar.,,POL16711858
CLM50647136,18-02-2023,44360,Approved,Our trial summer section purpose while.,10-03-2023,POL12388538
CLM77471517,29-10-2022,53011,Denied,Despite least save.,20-12-2022,POL16834109
